ticker,exchange_symbol,company,sector,industry,market,currency,financial_currency,price_major,shares_outstanding,market_cap_local,market_cap_usd,ttm_revenue,ttm_ebitda,ttm_fcf,ttm_fcf_usd,ttm_source,normalized_fcf_margin,normalized_margin_observations,forward_growth,revenue_cagr,latest_yoy_growth,forward_revenue,forward_fcf,expected_fcf,expected_fcf_usd,total_debt_usd,cash_usd,enterprise_value_usd,enterprise_value_calculated_usd,enterprise_value_provider_usd,enterprise_value_source,fcf_yield,revenue_trend,ebitda_trend,fcf_per_share_trend,z_revenue,z_ebitda,z_fcf_per_share,growth_score,fcf_yield_rank,growth_rank,raw_weight,target_weight,annual_periods,latest_annual_period_end,eligible,exclusion_reasons,data_quality_flags
LAT.AX,LAT,Latitude 66 Limited,Basic Materials,Gold,AU,AUD,AUD,0.15,182045972,27306896,19470157.01,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:19470157,
LAU.AX,LAU,Lindsay Australia Limited,Industrials,Trucking,AU,AUD,AUD,0.74,366251559,271026144,193245016.8,1082537984,77042000,55533624,39596165.69,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.05129946923,1,0.204674464,0.1662475106,0.2623148941,1304105866,66899938.73,61216781.36,43648327.68,266645981.5,41179321.44,562594738.6,562594738.6,418711671.2,calculated,0.07758395997,0.1451347613,0.03490408185,,0.1131418329,-0.3146673161,,-0.1007627416,67,126,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
LBL.AX,LBL,LaserBond Limited,Industrials,Specialty Industrial Machinery,AU,AUD,AUD,0.545,118577668,64624828,46078307.39,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:46078307,
LCE.AX,LCE,London City Equities Limited,Financial Services,Asset Management,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
LCL.AX,LCL,LCL Resources Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.007,1205507151,8438551,6016791.981,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:6016792,
LCY.AX,LCY,Legacy Iron Ore Limited,Basic Materials,Gold,AU,AUD,AUD,0.005,9762042584,48810212,34802289.18,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:34802289,
LDR.AX,LDR,Lode Resources Ltd,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.105,202960949,21310898,15194935.74,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:15194936,
LDX.AX,LDX,Lumos Diagnostics Holdings Limited,Healthcare,Medical Devices,AU,AUD,USD,0.11,944820364,103930240,74103555.77,13192000,-13562000,-1839250,-1839250,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,ttm_ebitda_not_positive,reporting_currency_differs:USD_vs_AUD|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
LEG.AX,LEG,Legend Mining Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.008,2914477185,23315820,16624470.1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:16624470,
LEL.AX,LEL,LE Minerals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.315,112001569,35280492,25155430.28,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:25155430,
LEX.AX,LEX,Lefroy Exploration Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.135,277220138,37424720,26684291.56,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:26684292,
LFG.AX,LFG,Liberty Financial Group Limited,Financial Services,Credit Services,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
LFS.AX,LFS,Latitude Group Holdings Limited,Financial Services,Credit Services,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
LFT.AX,LFT,Li-FT Power Ltd.,Basic Materials,Other Industrial Metals & Mining,AU,AUD,CAD,2.22,94655017,210134144,149828262.3,0,-6373000,-4343000,-3119568.033,revenue=latest_fiscal_year|ebitda=quarterly_sum|fcf=latest_fiscal_year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-11-30,false,ttm_ebitda_not_positive,reporting_currency_differs:CAD_vs_AUD|stale_statements:654d|annual_history_below_preferred:3|revenue_ttm_from_latest_fy|fcf_ttm_from_latest_fy
LGI.AX,LGI,LGI Limited,Utilities,Utilities - Renewable,AU,AUD,AUD,2.2,103440000,227568608,162259252.3,43294000,21192000,-16091250,-11473261.7,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.371673904,1,0.1329846774,0.1025870283,0.178581151,49051438.62,-18231139.69,-17161194.84,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,expected_fcf_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
LGM.AX,LGM,Legacy Minerals Holdings Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.115,200115229,23013252,16408735.35,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:16408735,
LGP.AX,LGP,Little Green Pharma Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,AU,AUD,AUD,0.069,827978691,57130528,40734778.13,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:40734778,
LIB.AX,LIB,Liberty Metals Ltd,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.005,1.014121883e+10,50706092,36154075.24,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:36154075,
LIC.AX,LIC,Lifestyle Communities Limited,Real Estate,Real Estate - Diversified,AU,AUD,AUD,4.73,121740054,575830464,410574293.9,204820000,7823000,74934000,53428875.44,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.365852944,1,0.1313676204,-0.04130424757,0.3903754224,231726716,84777901.27,79855950.63,56938287.56,208691616,15585739.3,1089084791,1089084791,606299430.4,calculated,0.05228085823,-0.0862549878,-0.3357432375,,-1.008234846,-1.355646261,,-1.181940554,115,261,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
LIN.AX,LIN,Lindian Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.605,1849396405,1118884864,797778845.9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2025-06-30,false,insufficient_annual_history:1,
LIO.AX,LIO,Lion Energy Limited,Energy,Oil & Gas E&P,AU,AUD,AUD,0.013,452176733,5878297,4191298.986,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4191299,
LIS.AX,LIS,Li-S Energy Limited,Industrials,Electrical Equipment & Parts,AU,AUD,AUD,0.15,640200230,96030040,68470614.76,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-06-30,false,insufficient_annual_history:1,
LIT.AX,LIT,Livium Ltd,Industrials,Waste Management,AU,AUD,AUD,0.007,2176085869,15232601,10861034.26,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:10861034,
LKE.AX,LKE,Lake Resources NL,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.04,2498547689,99941904,71259822.52,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
LKO.AX,LKO,Lakes Blue Energy NL,Energy,Oil & Gas E&P,AU,AUD,AUD,0.27,93341083,25202092,17969405.54,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:17969406,
LKY.AX,LKY,Locksley Resources Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.059,375725799,22167822,15805933.23,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:15805933,
LLC.AX,LLC,Lendlease Group,Real Estate,Real Estate - Diversified,AU,AUD,AUD,2.64,690891185,1823952896,1300501136,5429000192,55000000,-1960000000,-1397504416,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.3610241169,1,-0.15,-0.1957581039,-0.3001446797,4614650163,-1666000000,-1813000000,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,expected_fcf_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|growth_clamped_low
LM1.AX,LM1,Leeuwin Metals Ltd,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.24,129848558,31163654,22220073.5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:22220074,
LM8.AX,LM8,Lunnon Metals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.325,227416106,73910232,52698916.11,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2024-06-30,false,insufficient_annual_history:0,stale_statements:807d
LMG.AX,LMG,Latrobe Magnesium Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.014,3414851094,47807916,34087639.65,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:34087640,
LML.AX,LML,Lincoln Minerals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.009,2903443339,26130990,18631721.38,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:18631721,
LMS.AX,LMS,Litchfield Minerals Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.185,66291059,12263846,8744274.967,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:8744275,
LNQ.AX,LNQ,LinQ Minerals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.425,205083369,87160440,62146479.47,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
LNW.AX,LNW,"Light & Wonder, Inc.",Consumer Cyclical,Gambling,AU,AUD,USD,123.02,74775174,9198841856,6558888832,3349000000,1121000000,555000000,555000000,revenue=quarterly_sum|ebitda=quarterly_sum|fcf=quarterly_sum,0.1329821857,4,0.07386430515,0.09675836721,0.03952321205,3596371558,478253350.4,516626675.2,516626675.2,5157000000,148000000,1.186988883e+10,1.186988883e+10,1.033767579e+10,calculated,0.04352413763,0.0903658946,0.1845140033,0.7390412623,-0.1522827597,0.1055185856,0.9802193547,0.3111517269,139,75,,,4,2025-12-31,true,,reporting_currency_differs:USD_vs_AUD|preferred_stock_assumed_zero
LOT.AX,LOT,Lotus Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.225,546784472,123026496,87719424.18,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
LOV.AX,LOV,Lovisa Holdings Limited,Consumer Cyclical,Specialty Retail,AU,AUD,AUD,22.71,110739000,2514882560,1793142593,938763008,214596992,150561632,107352319.1,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.1603830048,1,0.2090270252,0.2341391579,0.1713588261,1134989847,182033082,166297357,118572087.1,256019243.9,21761140.18,2084645615,2084645615,2117336055,calculated,0.05687877415,0.2052237615,0.217136728,,0.4043492166,0.1971409115,,0.3007450641,106,78,,,3,2025-06-30,true,,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
LPE.AX,LPE,Locality Planning Energy Holdings Limited,Utilities,Utilities - Regulated Electric,AU,AUD,AUD,0.095,182624436,17349320,12370281.28,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:12370281,
LPM.AX,LPM,Lithium Plus Minerals Ltd,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.13,154340000,20064200,14306024.54,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:14306025,
LRD.AX,LRD,Lord Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.014,177202026,2480828,1768861.267,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:1768861,
LRK.AX,LRK,LARK Distilling Co. Ltd.,Consumer Defensive,Beverages - Wineries & Distilleries,AU,AUD,AUD,0.845,107387335,90742304,64700393.12,19701000,-19152000,-16759375,-11949643.14,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
LRM.AX,LRM,Lion Rock Minerals Ltd,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.0215,3663917147,78774216,56166997.29,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
LRV.AX,LRV,Larvotto Resources Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,1.01,519506376,524701440,374118662.9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-12-31,false,insufficient_annual_history:0,
LSA.AX,LSA,Lachlan Star Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.13,371556528,48302348,34440175.82,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:34440176,
LSR.AX,LSR,Lodestar Minerals Limited,Basic Materials,Gold,AU,AUD,AUD,0.0085,1489703673,12662482,9028507.401,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:9028507,
LTP.AX,LTP,LTR Pharma Limited,Healthcare,Biotechnology,AU,AUD,AUD,0.45,182274622,82023576,58483831.45,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2025-06-30,false,insufficient_annual_history:1,
LTR.AX,LTR,Liontown Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,1.04,3191828735,3319501824,2366846151,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2026-06-30,false,insufficient_annual_history:2,
LU7.AX,LU7,Lithium Universe Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.005,1858525232,9292626,6625758.095,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:6625758,
LUX.AX,LUX,Lux Copper Corp. Ltd,Basic Materials,Copper,AU,AUD,AUD,0.34,120912468,41110240,29312113.23,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:29312113,
LVE.AX,LVE,Love Group Global Ltd,Communication Services,Internet Content & Information,AU,AUD,AUD,0.095,40534169,3850746,2745629.866,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:2745630,
LYC.AX,LYC,Lynas Rare Earths Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,13.83,1006502578,1.391993037e+10,9925083751,977945024,278582016,-95856248,-68346698.9,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.09801803337,1,0.3,0.07503831389,0.8021154856,1271328531,-124613122.4,-110234685.2,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,expected_fcf_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|growth_clamped_high
LYL.AX,LYL,Lycopodium Limited,Industrials,Engineering & Construction,AU,AUD,AUD,22.77,39740226,904884928,645194225.7,374019008,47187000,49877876,35563546.91,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.1333565272,1,0.07750211678,0.04914807268,0.1200331829,403006272.8,53743516.97,51810696.49,36941671.99,8902673.537,75718357.86,578896901.5,578896901.5,568830203.7,calculated,0.06381390521,0.04062975405,-0.05634352601,,-0.3933174137,-0.5709401489,,-0.4821287813,95,213,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
M24.AX,M24,Mamba Exploration Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.02,487532065,9750641,6952328.496,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:6952328,
M2M.AX,M2M,Mt Malcolm Mines NL,Basic Materials,Gold,AU,AUD,AUD,0.008,774630248,6197042,4418568.142,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4418568,
M2R.AX,M2R,Miramar Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.002,2109589909,4219180,3008327.898,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:3008328,
M3M.AX,M3M,M3 Mining Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.024,208805374,5011329,3573140.003,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:3573140,
M4M.AX,M4M,Macro Metals Limited,Basic Materials,Steel,AU,AUD,AUD,0.007,4575630643,32029416,22837372.6,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:22837373,
M79.AX,M79,Mammoth Minerals Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.041,558912975,22915432,16338988.47,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:16338988,
M7T.AX,M7T,Mach7 Technologies Limited,Healthcare,Health Information Services,AU,AUD,AUD,0.225,235009713,52877184,37702090.88,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:37702091,
M96.AX,M96,Maverick Minerals Australia Ltd,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.008,1847106420,14776852,10536079.55,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:10536080,
MAD.AX,MAD,Mader Group Limited,Industrials,Specialty Business Services,AU,AUD,AUD,6,203461728,1220770304,870424433.8,1001139968,115341000,59755752,42606595.55,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.05968770992,1,0.1673382329,0.1803434322,0.1478304338,1168668961,69755173.94,64755462.97,46171451.75,6476292.146,28163279.03,1039442611,1039442611,848737538.1,calculated,0.04441943334,0.1565765842,0.1455061373,,0.16859197,-0.004036684369,,0.08227764282,136,100,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
MAF.AX,MAF,MA Financial Group Limited,Financial Services,Asset Management,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
MAG.AX,MAG,Magmatic Resources Limited,Basic Materials,Gold,AU,AUD,AUD,0.02,502231042,10044621,7161939.898,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:7161940,
MAH.AX,MAH,Macmahon Holdings Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.95,2154985818,2047236352,1459705021,2619243008,315284992,152406752,108667912.7,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.05818732799,1,0.09865122628,0.1117476996,0.07900651628,2877634543,167441865,159924308.5,114028024.1,299991435.1,220786446.3,2066619085,2066619085,1530725716,calculated,0.05517612071,0.1128871056,0.0963769203,,-0.04313894108,-0.1420182043,,-0.09257857268,108,124,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
MAM.AX,MAM,Microequities Asset Management Group Limited,Financial Services,Asset Management,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
MAN.AX,MAN,Mandrake Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.019,627259920,11917938,8497638.254,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:8497638,
MAP.AX,MAP,Microba Life Sciences Limited,Healthcare,Diagnostics & Research,AU,AUD,AUD,0.054,717117274,38724332,27610931.1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:27610931,
MAQ.AX,MAQ,Macquarie Technology Group Limited,Technology,Information Technology Services,AU,AUD,AUD,50.78,25773732,1308790016,933183584.9,389980000,100435000,-158992624,-113363721.5,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.4076943023,1,0.0713904973,0.08375754041,0.05283993265,417820866.1,-170343186.5,-164667905.2,,,,,,,,,,,,,,,,,,,,3,2025-06-30,false,expected_fcf_not_positive,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
MAT.AX,MAT,Matsa Resources Limited,Basic Materials,Gold,AU,AUD,AUD,0.047,971192178,45646032,32546189.42,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:32546189,
MAY.AX,MAY,Melbana Energy Limited,Energy,Oil & Gas E&P,AU,AUD,AUD,0.0045,3781968808,17018860,12134659.18,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:12134659,
MBG.AX,MBG,MB Gold Limited,Basic Materials,Gold,AU,AUD,,0.165,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,market_cap_unavailable,
MBH.AX,MBH,Maggie Beer Holdings Limited,Consumer Defensive,Packaged Foods,AU,AUD,AUD,0.055,447988952,24639392,17568193.43,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:17568193,
MBK.AX,MBK,Metal Bank Limited,Basic Materials,Gold,AU,AUD,AUD,0.012,911857863,10942294,7801991.929,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:7801992,
MC2.AX,MC2,Marimaca Copper Corp.,Basic Materials,Copper,AU,AUD,USD,9.17,135156928,1239389056,883699835.9,0,-34028000,-45069000,-45069000,revenue=quarterly_sum|ebitda=quarterly_sum|fcf=quarterly_sum,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2025-12-31,false,ttm_ebitda_not_positive,reporting_currency_differs:USD_vs_AUD
MCA.AX,MCA,Murray Cod Australia Limited,Consumer Defensive,Farm Products,AU,AUD,AUD,0.175,247870592,43377352,30928592.32,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:30928592,
MCM.AX,MCM,MC Mining Limited,Energy,Thermal Coal,AU,AUD,USD,0.275,844925202,232354432,165671604.4,15649000,-13689000,-26989124,-26989124,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-06-30,false,ttm_ebitda_not_positive,reporting_currency_differs:USD_vs_AUD|stale_statements:807d|annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
MCO.AX,MCO,Myeco Group Ltd,Consumer Cyclical,Packaging & Containers,AU,AUD,AUD,0.022,603610027,13279421,9468392.593,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:9468393,
MCP.AX,MCP,McPherson's Limited,Consumer Defensive,Household & Personal Products,AU,AUD,AUD,0.125,143949141,17993642,12829690.89,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:12829691,
MCY.AX,MCY,Mercury NZ Limited,Utilities,Utilities - Renewable,AU,AUD,NZD,5.25,1425040949,7481464832,5334377621,3224000000,1026000000,49004004,28215112.33,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.0151997531,1,0.002871424025,0.05700602308,-0.07833047456,3233257471,49144715.27,49074359.64,28255621.11,1423307322,44334410.91,9743636306,9743636306,7056303115,calculated,0.00289990515,0.04812917249,0.07348643006,,-0.356973224,-0.206307131,,-0.2816401775,268,170,,,4,2026-06-30,true,,reporting_currency_differs:NZD_vs_AUD|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
MDI.AX,MDI,Middle Island Resources Limited,Basic Materials,Gold,AU,AUD,AUD,0.012,993321763,11919862,8499010.09,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:8499010,
MDX.AX,MDX,Mindax Limited,Basic Materials,Gold,AU,AUD,AUD,0.035,2363218532,82712648,58975148.37,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
MEC.AX,MEC,Morphic Ethical Equities Fund Limited,Financial Services,Asset Management,AU,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
MEG.AX,MEG,Megado Minerals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.013,720683262,9368883,6680130.286,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:6680130,
MEI.AX,MEI,Meteoric Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.17,2906618799,494125216,352317434.3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
MEK.AX,MEK,Meeka Metals Limited,Basic Materials,Gold,AU,AUD,AUD,0.12,3101943073,372233152,265406874.2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
MEL.AX,MEL,Metgasco Limited,Energy,Oil & Gas E&P,AU,AUD,AUD,0.02,36742276,734845,523953.6389,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:523954,
MEM.AX,MEM,Memphasys Limited,Healthcare,Medical Devices,AU,AUD,AUD,0.006,3087233743,18523402,13207416.37,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:13207416,
MEU.AX,MEU,Marmota Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.078,1291416901,100730528,71822121.25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
MEX.AX,MEX,Minerals Exploration Limited,Basic Materials,Gold,AU,AUD,AUD,0.061,191958501,11709468,8348996.548,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:8348997,
