yahoo_symbol,exchange_symbol,name,stage,reasons
LU7.AX,LU7,Lithium Universe Limited,market_cap,below_min_market_cap:6625758
LUX.AX,LUX,Lux Copper Corp. Ltd,market_cap,below_min_market_cap:29312113
LVE.AX,LVE,Love Group Global Ltd,market_cap,below_min_market_cap:2745630
LYC.AX,LYC,Lynas Rare Earths Limited,expected_fcf,expected_fcf_not_positive
M24.AX,M24,Mamba Exploration Limited,market_cap,below_min_market_cap:6952328
M2M.AX,M2M,Mt Malcolm Mines NL,market_cap,below_min_market_cap:4418568
M2R.AX,M2R,Miramar Resources Limited,market_cap,below_min_market_cap:3008328
M3M.AX,M3M,M3 Mining Limited,market_cap,below_min_market_cap:3573140
M4M.AX,M4M,Macro Metals Limited,market_cap,below_min_market_cap:22837373
M79.AX,M79,Mammoth Minerals Limited,market_cap,below_min_market_cap:16338988
M7T.AX,M7T,Mach7 Technologies Limited,market_cap,below_min_market_cap:37702091
M96.AX,M96,Maverick Minerals Australia Ltd,market_cap,below_min_market_cap:10536080
MAF.AX,MAF,MA Financial Group Limited,identity,excluded_sector:Financial Services
MAG.AX,MAG,Magmatic Resources Limited,market_cap,below_min_market_cap:7161940
MAM.AX,MAM,Microequities Asset Management Group Limited,identity,excluded_sector:Financial Services
MAN.AX,MAN,Mandrake Resources Limited,market_cap,below_min_market_cap:8497638
MAP.AX,MAP,Microba Life Sciences Limited,market_cap,below_min_market_cap:27610931
MAQ.AX,MAQ,Macquarie Technology Group Limited,expected_fcf,expected_fcf_not_positive
MAT.AX,MAT,Matsa Resources Limited,market_cap,below_min_market_cap:32546189
MAY.AX,MAY,Melbana Energy Limited,market_cap,below_min_market_cap:12134659
MBG.AX,MBG,MB Gold Limited,market_cap,market_cap_unavailable
MBH.AX,MBH,Maggie Beer Holdings Limited,market_cap,below_min_market_cap:17568193
MBK.AX,MBK,Metal Bank Limited,market_cap,below_min_market_cap:7801992
MC2.AX,MC2,Marimaca Copper Corp.,financial_data,ttm_ebitda_not_positive
MCA.AX,MCA,Murray Cod Australia Limited,market_cap,below_min_market_cap:30928592
MCM.AX,MCM,MC Mining Limited,financial_data,ttm_ebitda_not_positive
MCO.AX,MCO,Myeco Group Ltd,market_cap,below_min_market_cap:9468393
MCP.AX,MCP,McPherson's Limited,market_cap,below_min_market_cap:12829691
MDI.AX,MDI,Middle Island Resources Limited,market_cap,below_min_market_cap:8499010
MDX.AX,MDX,Mindax Limited,financial_data,insufficient_annual_history:0
MEC.AX,MEC,Morphic Ethical Equities Fund Limited,identity,excluded_sector:Financial Services
MEG.AX,MEG,Megado Minerals Limited,market_cap,below_min_market_cap:6680130
MEI.AX,MEI,Meteoric Resources Limited,financial_data,insufficient_annual_history:0
MEK.AX,MEK,Meeka Metals Limited,financial_data,insufficient_annual_history:0
MEL.AX,MEL,Metgasco Limited,market_cap,below_min_market_cap:523954
MEM.AX,MEM,Memphasys Limited,market_cap,below_min_market_cap:13207416
MEU.AX,MEU,Marmota Limited,financial_data,insufficient_annual_history:0
MEX.AX,MEX,Minerals Exploration Limited,market_cap,below_min_market_cap:8348997
MFD.AX,MFD,Mayfield Childcare Limited,market_cap,below_min_market_cap:7529009
MFG.AX,MFG,Magellan Financial Group Limited,identity,excluded_sector:Financial Services
MGA.AX,MGA,MetalsGrove Mining Limited,market_cap,below_min_market_cap:10798811
MGH.AX,MGH,MAAS Group Holdings Limited,expected_fcf,expected_fcf_not_positive
MGL.AX,MGL,Magontec Limited,market_cap,below_min_market_cap:8055106
MGR.AX,MGR,Mirvac Group,identity,excluded_industry:reit
MGT.AX,MGT,Magnetite Mines Limited,market_cap,below_min_market_cap:2925223
MGU.AX,MGU,Magnum Mining and Exploration Limited,market_cap,below_min_market_cap:12600145
MGX.AX,MGX,MGX Resources Limited,market_cap,market_cap_unavailable
MHC.AX,MHC,Manhattan Gold Corporation Limited,market_cap,below_min_market_cap:10680221
MHK.AX,MHK,Metal Hawk Limited,market_cap,below_min_market_cap:8446122
MHM.AX,MHM,Mount Hope Mining Limited,market_cap,below_min_market_cap:8660428
MI6.AX,MI6,Minerals 260 Limited,financial_data,insufficient_annual_history:0
MIO.AX,MIO,Macarthur Minerals Limited,market_cap,below_min_market_cap:7464341
MKR.AX,MKR,Manuka Resources Limited,financial_data,ttm_ebitda_not_positive
ML8.AX,ML8,Moonlight Resources Limited,market_cap,below_min_market_cap:11058405
MLS.AX,MLS,Metals Australia Ltd,market_cap,below_min_market_cap:9912778
MM1.AX,MM1,Midas Minerals Limited,financial_data,insufficient_annual_history:0
MM8.AX,MM8,Medallion Metals Limited,financial_data,ttm_ebitda_not_positive
MMA.AX,MMA,Maronan Metals Limited,financial_data,insufficient_annual_history:0
MME.AX,MME,MoneyMe Limited,identity,excluded_sector:Financial Services
MML.AX,MML,McLaren Minerals Limited,market_cap,below_min_market_cap:4324801
MMR.AX,MMR,MEC Resources Limited,market_cap,below_min_market_cap:2669504
MNB.AX,MNB,Minbos Resources Limited,market_cap,below_min_market_cap:17147977
MNC.AX,MNC,Merino & Co. Limited,market_cap,below_min_market_cap:5691639
MND.AX,MND,Monadelphous Group Limited,market_cap,market_cap_unavailable
MNE.AX,MNE,Macallum New Energy Limited,market_cap,below_min_market_cap:14494659
MNV.AX,MNV,Monvia Limited,financial_data,insufficient_annual_history:0
MOH.AX,MOH,Moho Resources Limited,market_cap,below_min_market_cap:3754339
MOM.AX,MOM,Moab Minerals Limited,market_cap,below_min_market_cap:1437221
MOV.AX,MOV,MOVE Logistics Group Limited,market_cap,below_min_market_cap:15468365
MP1.AX,MP1,Megaport Limited,expected_fcf,expected_fcf_not_positive
MPK.AX,MPK,Many Peaks Minerals Limited,financial_data,insufficient_annual_history:1
MPL.AX,MPL,Medibank Private Limited,identity,excluded_sector:Financial Services
MPP.AX,MPP,Metro Performance Glass Limited,market_cap,below_min_market_cap:16394308
MPR.AX,MPR,MPR Australia Limited,market_cap,below_min_market_cap:1225323
MPW.AX,MPW,Metal Powder Works Limited,financial_data,ttm_ebitda_not_positive
MPX.AX,MPX,Mustera Property Group Limited,market_cap,below_min_market_cap:10993004
MQG.AX,MQG,Macquarie Group Limited,market_cap,market_cap_unavailable
MQR.AX,MQR,Marquee Resources Limited,market_cap,below_min_market_cap:2834430
MRD.AX,MRD,Mount Ridley Mines Limited,market_cap,below_min_market_cap:47582547
MRQ.AX,MRQ,MRG Metals Ltd,market_cap,below_min_market_cap:4774547
MRR.AX,MRR,MinRex Resources Limited,market_cap,below_min_market_cap:21393330
MRZ.AX,MRZ,Mont Royal Resources Limited,market_cap,below_min_market_cap:13175997
MSB.AX,MSB,Mesoblast Limited,financial_data,ttm_ebitda_not_positive
MSG.AX,MSG,MCS Services Limited,market_cap,below_min_market_cap:564990
MSI.AX,MSI,Multistack International Limited,market_cap,below_min_market_cap:291559
MTH.AX,MTH,Mithril Silver and Gold Limited,market_cap,below_min_market_cap:30078248
MTL.AX,MTL,Mantle Minerals Limited,market_cap,below_min_market_cap:5157301
MTM.AX,MTM,Metallium Limited,financial_data,insufficient_annual_history:0
MTS.AX,MTS,Metcash Limited,market_cap,market_cap_unavailable
MVL.AX,MVL,Marvel Gold Limited,market_cap,below_min_market_cap:13182548
MVP.AX,MVP,Medical Developments International Limited,market_cap,below_min_market_cap:40163396
MX1.AX,MX1,Micro-X Limited,market_cap,below_min_market_cap:8047453
MXO.AX,MXO,Motio Limited,market_cap,below_min_market_cap:11739288
MYG.AX,MYG,Mayfield Group Holdings Limited,expected_fcf,expected_fcf_not_positive
MYR.AX,MYR,Myer Holdings Limited,market_cap,market_cap_unavailable
MYS.AX,MYS,MyState Limited,identity,excluded_sector:Financial Services
N1H.AX,N1H,N1 Holdings Limited,identity,excluded_sector:Financial Services
NAB.AX,NAB,National Australia Bank Limited,identity,excluded_sector:Financial Services
NAE.AX,NAE,New Age Exploration Limited,market_cap,below_min_market_cap:6192175
NAG.AX,NAG,Nagambie Resources Limited,market_cap,below_min_market_cap:12620409
NAN.AX,NAN,Nanosonics Limited,expected_fcf,expected_fcf_not_positive
NC1.AX,NC1,NICO Resources Limited,market_cap,below_min_market_cap:10728964
NC6.AX,NC6,Nanollose Limited,market_cap,below_min_market_cap:21889140
NDO.AX,NDO,Nido Education Limited,market_cap,below_min_market_cap:42068810
NEC.AX,NEC,Nine Entertainment Co. Holdings Limited,expected_fcf,expected_fcf_not_positive
NES.AX,NES,Nelson Resources Limited,market_cap,below_min_market_cap:5857243
NEU.AX,NEU,Neuren Pharmaceuticals Limited,expected_fcf,expected_fcf_not_positive
NFL.AX,NFL,Norfolk Metals Limited,market_cap,below_min_market_cap:7905972
NFM.AX,NFM,New Frontier Minerals Limited,market_cap,below_min_market_cap:7436562
NGI.AX,NGI,Navigator Global Investments Limited,identity,excluded_sector:Financial Services
NGS.AX,NGS,Nutritional Growth Solutions Ltd.,market_cap,below_min_market_cap:7644129
NGX.AX,NGX,NGX Limited,market_cap,below_min_market_cap:5168590
NGY.AX,NGY,NuEnergy Gas Limited,market_cap,below_min_market_cap:42775771
NH3.AX,NH3,NH3 Clean Energy Limited,financial_data,insufficient_annual_history:0
NHE.AX,NHE,Noble Helium Limited,market_cap,below_min_market_cap:24006941
NHF.AX,NHF,nib holdings limited,identity,excluded_sector:Financial Services
NHU.AX,NHU,Neu Horizon Uranium Limited,market_cap,below_min_market_cap:7527843
NIC.AX,NIC,Nickel Industries Limited,expected_fcf,expected_fcf_not_positive
NIM.AX,NIM,Nimy Resources Limited,market_cap,below_min_market_cap:10180681
NME.AX,NME,Nex Metals Explorations Limited,market_cap,below_min_market_cap:3655439
NMG.AX,NMG,New Murchison Gold Limited,financial_data,insufficient_annual_history:1
NMR.AX,NMR,Native Mineral Resources Holdings Limited,market_cap,below_min_market_cap:49222444
NMT.AX,NMT,Neometals Ltd,market_cap,below_min_market_cap:19984825
NNL.AX,NNL,Nordic Resources Limited,financial_data,insufficient_annual_history:0
NOL.AX,NOL,NobleOak Life Limited,identity,excluded_sector:Financial Services
NOR.AX,NOR,Norwood Systems Limited,market_cap,below_min_market_cap:5788742
NOU.AX,NOU,Noumi Limited,market_cap,below_min_market_cap:23709886
NOV.AX,NOV,Novatti Group Limited,market_cap,below_min_market_cap:7556003
NOX.AX,NOX,Noxopharm Limited,market_cap,below_min_market_cap:16429838
NPM.AX,NPM,NewPeak Metals Limited,market_cap,below_min_market_cap:3913877
NRX.AX,NRX,Noronex Limited,market_cap,below_min_market_cap:7391649
NRZ.AX,NRZ,NeuRizer Ltd.,market_cap,below_min_market_cap:2426209
NS1.AX,NS1,Nodestream Ltd,market_cap,below_min_market_cap:8496237
NSB.AX,NSB,NeuroScientific Biopharmaceuticals Limited,market_cap,below_min_market_cap:16394578
NSM.AX,NSM,North Stawell Minerals Limited,market_cap,below_min_market_cap:5864647
NTD.AX,NTD,NTAW Holdings Limited,market_cap,below_min_market_cap:22719747
NTI.AX,NTI,Neurotech International Limited,market_cap,below_min_market_cap:14979615
NTM.AX,NTM,NT Minerals Limited,market_cap,below_min_market_cap:2590166
NTU.AX,NTU,Northern Minerals Limited,financial_data,insufficient_annual_history:2
NUC.AX,NUC,Nuchev Limited,market_cap,below_min_market_cap:9504167
NUF.AX,NUF,Nufarm Limited,market_cap,market_cap_unavailable
NUZ.AX,NUZ,Neurizon Therapeutics Limited,market_cap,below_min_market_cap:42334350
NVA.AX,NVA,Nova Minerals Corp,financial_data,ttm_ebitda_not_positive
NVO.AX,NVO,Novo Resources Corp.,market_cap,below_min_market_cap:23133825
NVQ.AX,NVQ,NoviqTech Limited,market_cap,below_min_market_cap:11273230
NVU.AX,NVU,Nanoveu Limited,market_cap,below_min_market_cap:45353236
NVX.AX,NVX,NOVONIX Limited,financial_data,ttm_ebitda_not_positive
NWL.AX,NWL,Netwealth Group Limited,growth_trend,no_secondary_trend_available
NWM.AX,NWM,Norwest Minerals Limited,market_cap,below_min_market_cap:6775578
NX1.AX,NX1,Nexalis Therapeutics Limited,market_cap,below_min_market_cap:1804187
NXD.AX,NXD,NextEd Group Limited,market_cap,below_min_market_cap:11160557
NXG.AX,NXG,NexGen Energy Ltd.,financial_data,ttm_ebitda_not_positive
NXM.AX,NXM,Nexus Minerals Limited,market_cap,below_min_market_cap:25398799
NXN.AX,NXN,Nexsen Limited,market_cap,below_min_market_cap:25924645
NXT.AX,NXT,NEXTDC Limited,expected_fcf,expected_fcf_not_positive
NYM.AX,NYM,Narryer Metals Limited,market_cap,below_min_market_cap:6778229
NYR.AX,NYR,Nyrada Inc.,financial_data,insufficient_annual_history:0
NZK.AX,NZK,New Zealand King Salmon Investments Limited,financial_data,ttm_fcf_unavailable
OAK.AX,OAK,Oakridge International Limited,market_cap,below_min_market_cap:1460151
OB1.AX,OB1,Orbminco Limited,market_cap,below_min_market_cap:5056714
OBL.AX,OBL,Omni Bridgeway Limited,identity,excluded_sector:Financial Services
OBT.AX,OBT,Orbit Resources Limited,market_cap,below_min_market_cap:10285844
OCC.AX,OCC,Orthocell Limited,financial_data,ttm_ebitda_not_positive
OCN.AX,OCN,Oceana Metals Limited,financial_data,insufficient_annual_history:0
OCT.AX,OCT,Octava Minerals Limited,market_cap,below_min_market_cap:1789540
OD6.AX,OD6,OD6 Metals Limited,market_cap,below_min_market_cap:25228862
ODA.AX,ODA,Orcoda Limited,market_cap,below_min_market_cap:8289398
ODE.AX,ODE,Odessa Minerals Limited,market_cap,below_min_market_cap:27667735
ODY.AX,ODY,Odyssey Gold Limited,market_cap,below_min_market_cap:31228126
OEC.AX,OEC,Orbital Corporation Limited,market_cap,below_min_market_cap:17254660
OEL.AX,OEL,Otto Energy Limited,market_cap,below_min_market_cap:25641762
OEQ.AX,OEQ,Orion Equities Limited,identity,excluded_sector:Financial Services
OFX.AX,OFX,OFX Group Limited,identity,excluded_sector:Financial Services
OIL.AX,OIL,Optiscan Imaging Limited,financial_data,ttm_ebitda_not_positive
OKJ.AX,OKJ,Oakajee Corporation Limited,market_cap,below_min_market_cap:2608086
OLI.AX,OLI,Oliver's Real Food Limited,market_cap,below_min_market_cap:2313291
OLL.AX,OLL,OpenLearning Limited,market_cap,below_min_market_cap:7249780
OLY.AX,OLY,Olympio Metals Limited,market_cap,below_min_market_cap:6228633
OM1.AX,OM1,Omnia Metals Group Ltd,market_cap,below_min_market_cap:4061705
OMA.AX,OMA,Omega Oil & Gas Limited,financial_data,insufficient_annual_history:1
OMG.AX,OMG,OMG Group Limited,market_cap,below_min_market_cap:4723040
OMH.AX,OMH,OM Holdings Limited,expected_fcf,expected_fcf_not_positive
OMX.AX,OMX,Orange Minerals NL,market_cap,below_min_market_cap:11125791
ONE.AX,ONE,Oneview Healthcare PLC,financial_data,ttm_ebitda_not_positive
OR3.AX,OR3,Ore Resources Limited,market_cap,below_min_market_cap:44370534
ORA.AX,ORA,Orora Limited,expected_fcf,expected_fcf_not_positive
ORD.AX,ORD,Ordell Minerals Limited,market_cap,below_min_market_cap:27233770
ORI.AX,ORI,Orica Limited,market_cap,market_cap_unavailable
ORN.AX,ORN,Orion Minerals Limited,financial_data,insufficient_annual_history:0
ORP.AX,ORP,Orpheus Uranium Limited,market_cap,below_min_market_cap:37015805
OSL.AX,OSL,OncoSil Medical Limited,market_cap,below_min_market_cap:26562706
OSM.AX,OSM,Osmond Resources Limited,financial_data,insufficient_annual_history:2
OSX.AX,OSX,Osteopore Limited,market_cap,below_min_market_cap:1978161
OVT.AX,OVT,Ovanti Limited,market_cap,below_min_market_cap:1263822
OZM.AX,OZM,OzAurum Resources Limited,market_cap,below_min_market_cap:17174157
OZZ.AX,OZZ,Ozz Resources Limited,market_cap,below_min_market_cap:5869253
P1E.AX,P1E,Pure One Corporation Limited,market_cap,below_min_market_cap:12754049
PAB.AX,PAB,Patrys Limited,market_cap,below_min_market_cap:8745976
PAC.AX,PAC,Pacific Current Group Limited,identity,excluded_sector:Financial Services
PAF.AX,PAF,Pan African Resources PLC,market_cap,market_cap_unavailable
PAR.AX,PAR,Paradigm Biopharmaceuticals Limited,financial_data,ttm_ebitda_not_positive
PAT.AX,PAT,Patriot Resources Limited,market_cap,below_min_market_cap:12551331
PBH.AX,PBH,PointsBet Holdings Limited,financial_data,ttm_fcf_unavailable
PBL.AX,PBL,Parabellum Resources Limited,market_cap,below_min_market_cap:2531979
PC2.AX,PC2,PC Gold Limited,financial_data,insufficient_annual_history:0
PCG.AX,PCG,Pengana Capital Group Limited,identity,excluded_sector:Financial Services
PCK.AX,PCK,PainChek Limited,market_cap,below_min_market_cap:17137855
PCL.AX,PCL,Pancontinental Energy NL,market_cap,below_min_market_cap:41356548
PDI.AX,PDI,PDI Gold Limited,financial_data,insufficient_annual_history:0
PEB.AX,PEB,Pacific Edge Limited,financial_data,ttm_ebitda_not_positive
PEC.AX,PEC,Perpetual Resources Limited,market_cap,below_min_market_cap:9274303
PEN.AX,PEN,Peninsula Energy Limited,financial_data,ttm_revenue_unavailable
PER.AX,PER,Percheron Therapeutics Limited,market_cap,below_min_market_cap:5847322
PET.AX,PET,Phoslock Environmental Technologies Limited,market_cap,below_min_market_cap:3116388
PFE.AX,PFE,Pantera Minerals Limited,market_cap,below_min_market_cap:4918997
PFG.AX,PFG,Prime Financial Group Limited,identity,excluded_sector:Financial Services
PFM.AX,PFM,Platformo Ltd,market_cap,below_min_market_cap:1015062
PFT.AX,PFT,Pure Foods Tasmania Limited,market_cap,below_min_market_cap:5617487
PGD.AX,PGD,Peregrine Gold Limited,market_cap,below_min_market_cap:11624543
PGL.AX,PGL,Pilbara Gold Limited,financial_data,insufficient_annual_history:0
PGM.AX,PGM,Platina Resources Limited,market_cap,below_min_market_cap:12309370
PGY.AX,PGY,Pilot Energy Limited,market_cap,below_min_market_cap:4815110
PHO.AX,PHO,PhosCo Ltd,financial_data,insufficient_annual_history:0
PHX.AX,PHX,Pharmx Technologies Limited,market_cap,below_min_market_cap:40370828
PIL.AX,PIL,PEPPERMINT INNOVATION LIMITED,identity,quote_type:NONE
PIM.AX,PIM,Pinnacle Minerals Limited,market_cap,below_min_market_cap:3293074
PIQ.AX,PIQ,Proteomics International Laboratories Ltd,market_cap,below_min_market_cap:15918268
PKD.AX,PKD,PARKD Limited,market_cap,below_min_market_cap:3301156
PKO.AX,PKO,Peako Limited,market_cap,below_min_market_cap:21822197
PKP.AX,PKP,Peak Processing Limited,market_cap,below_min_market_cap:14800349
PKY.AX,PKY,Pathkey.AI Ltd,market_cap,below_min_market_cap:30838028
PL3.AX,PL3,Patagonia Lithium Limited,market_cap,below_min_market_cap:32714800
PL9.AX,PL9,Prairie Lithium Limited,market_cap,below_min_market_cap:24728618
PLA.AX,PLA,Pacific Lime and Cement Limited,financial_data,insufficient_annual_history:0
PLC.AX,PLC,PLC Resources Limited,market_cap,below_min_market_cap:5856999
PLG.AX,PLG,Pearl Gull Iron Limited,market_cap,below_min_market_cap:4521066
PLT.AX,PLT,Plenti Group Limited,identity,excluded_sector:Financial Services
PLY.AX,PLY,PlaySide Studios Limited,market_cap,below_min_market_cap:37212822
PM1.AX,PM1,Palisade Metals Ltd,market_cap,below_min_market_cap:10749865
PMM.AX,PMM,Pioneer Minerals Limited,market_cap,below_min_market_cap:8544288
PMT.AX,PMT,PMET Resources Inc.,financial_data,ttm_ebitda_not_positive
PNC.AX,PNC,Pioneer Credit Limited,identity,excluded_sector:Financial Services
PNI.AX,PNI,Pinnacle Investment Management Group Limited,identity,excluded_sector:Financial Services
PNN.AX,PNN,Power Minerals Limited,market_cap,below_min_market_cap:45253857
PNT.AX,PNT,Panther Metals Ltd,market_cap,below_min_market_cap:1747049
PNV.AX,PNV,PolyNovo Limited,expected_fcf,expected_fcf_not_positive
POD.AX,POD,Podium Minerals Limited,market_cap,below_min_market_cap:23547482
POL.AX,POL,Polymetals Resources Ltd,financial_data,insufficient_annual_history:2
POW.AX,POW,Powerhaus Uranium Limited,financial_data,insufficient_annual_history:0
PPC.AX,PPC,Peet Limited,expected_fcf,expected_fcf_not_positive
PPE.AX,PPE,Peoplein Limited,market_cap,below_min_market_cap:42795367
PPK.AX,PPK,PPK Group Limited,market_cap,below_min_market_cap:24605167
PPL.AX,PPL,Pureprofile Ltd,market_cap,below_min_market_cap:25763282
PPM.AX,PPM,Pepper Money Limited,identity,excluded_sector:Financial Services
PPS.AX,PPS,Praemium Limited,identity,excluded_sector:Financial Services
PPT.AX,PPT,Perpetual Limited,identity,excluded_sector:Financial Services
PPY.AX,PPY,Papyrus Australia Limited,market_cap,below_min_market_cap:4626607
PR1.AX,PR1,Pure Resources Limited,market_cap,below_min_market_cap:16583255
PRG.AX,PRG,PRL Global Ltd.,expected_fcf,expected_fcf_not_positive
PRM.AX,PRM,Prominence Energy Ltd,market_cap,below_min_market_cap:1907641
PRO.AX,PRO,Prophecy International Holdings Limited,market_cap,below_min_market_cap:3906082
PRX.AX,PRX,Prodigy Gold NL,market_cap,below_min_market_cap:14421106
PSC.AX,PSC,Prospect Resources Limited,financial_data,insufficient_annual_history:0
PSL.AX,PSL,Paterson Resources Ltd,market_cap,below_min_market_cap:14962686
PTL.AX,PTL,Prestal Holdings Limited,market_cap,below_min_market_cap:2795414
PTN.AX,PTN,Patronus Resources Limited,financial_data,insufficient_annual_history:0
PTR.AX,PTR,PTR Minerals Ltd,market_cap,below_min_market_cap:28182870
PTX.AX,PTX,Prescient Therapeutics Limited,market_cap,below_min_market_cap:49483036
PUR.AX,PUR,Pursuit Minerals Limited,market_cap,below_min_market_cap:16626736
PV1.AX,PV1,Provaris Energy Ltd,market_cap,below_min_market_cap:5011176
PVL.AX,PVL,Powerhouse Ventures Limited,identity,excluded_sector:Financial Services
PVT.AX,PVT,Pivotal Metals Limited,market_cap,below_min_market_cap:19691269
PWN.AX,PWN,Parkway Corporate Limited,market_cap,below_min_market_cap:21775768
PWR.AX,PWR,Peter Warren Automotive Holdings Limited,expected_fcf,expected_fcf_not_positive
PXR.AX,PXR,Pacific Resources Limited,market_cap,below_min_market_cap:2567119
PXX.AX,PXX,PolarX Limited,market_cap,below_min_market_cap:38859450
PYC.AX,PYC,PYC Therapeutics Limited,financial_data,insufficient_annual_history:0
QAL.AX,QAL,Qualitas Limited,identity,excluded_sector:Financial Services
QAN.AX,QAN,Qantas Airways Limited,expected_fcf,expected_fcf_not_positive
QBE.AX,QBE,QBE Insurance Group Limited,identity,excluded_sector:Financial Services
QEM.AX,QEM,QEM Limited,market_cap,below_min_market_cap:4650485
QFE.AX,QFE,QuickFee Limited,market_cap,below_min_market_cap:21965089
QGL.AX,QGL,Quantum Graphite Limited,financial_data,insufficient_annual_history:0
QML.AX,QML,QMines Limited,market_cap,below_min_market_cap:36879451
QUE.AX,QUE,Queste Communications Ltd,identity,excluded_sector:Financial Services
QXR.AX,QXR,QX Resources Limited,market_cap,below_min_market_cap:6156616
R8R.AX,R8R,Regener8 Resources NL,market_cap,below_min_market_cap:7168887
RAC.AX,RAC,Racura Oncology Ltd,financial_data,insufficient_annual_history:0
RAD.AX,RAD,Radiopharm Theranostics Limited,market_cap,below_min_market_cap:24741815
RAG.AX,RAG,Ragnar Metals Limited,market_cap,below_min_market_cap:6965980
RAN.AX,RAN,Range International Limited,market_cap,below_min_market_cap:1336002
RAP.AX,RAP,Raptor Metals Limited,market_cap,below_min_market_cap:12349309
RAS.AX,RAS,Ragusa Minerals Limited,market_cap,below_min_market_cap:2543728
RAU.AX,RAU,Resouro Strategic Metals Inc.,market_cap,below_min_market_cap:23559938
RB6.AX,RB6,Rubix Resources Limited,market_cap,below_min_market_cap:6353119
RBR.AX,RBR,RBR Group Limited,market_cap,below_min_market_cap:1635771
RBX.AX,RBX,Resource Base Limited,market_cap,below_min_market_cap:2381766
RC1.AX,RC1,Redcastle Resources Limited,market_cap,below_min_market_cap:8171835
RCE.AX,RCE,Recce Pharmaceuticals Ltd,financial_data,insufficient_annual_history:0
RCL.AX,RCL,ReadCloud Limited,market_cap,below_min_market_cap:6571968
RCM.AX,RCM,Rapid Critical Metals Limited,market_cap,below_min_market_cap:23025116
RCR.AX,RCR,Rincon Resources Limited,market_cap,below_min_market_cap:5212982
RDM.AX,RDM,Red Metal Limited,market_cap,below_min_market_cap:34576170
RDN.AX,RDN,Raiden Resources Limited,market_cap,below_min_market_cap:7381586
RDS.AX,RDS,Redstone Resources Limited,market_cap,below_min_market_cap:2791405
REC.AX,REC,Recharge Metals Limited,market_cap,below_min_market_cap:25549395
REE.AX,REE,RareX Limited,market_cap,below_min_market_cap:10408987
REM.AX,REM,RemSense Technologies Limited,market_cap,below_min_market_cap:4668393
REZ.AX,REZ,Resources & Energy Group Limited,market_cap,below_min_market_cap:6625864
RFF.AX,RFF,Rural Funds Group,identity,excluded_industry:reit
RFT.AX,RFT,Rectifier Technologies Ltd,market_cap,below_min_market_cap:5915638
RGL.AX,RGL,Riversgold Limited,market_cap,below_min_market_cap:18053628
RGN.AX,RGN,Region Group,identity,excluded_industry:reit
RGT.AX,RGT,Argent BioPharma Limited,market_cap,below_min_market_cap:2577467
RHI.AX,RHI,Red Hill Minerals Limited,financial_data,insufficient_annual_history:0
RHT.AX,RHT,Resonance Health Limited,market_cap,below_min_market_cap:19390981
RHY.AX,RHY,Rhythm Biosciences Limited,market_cap,below_min_market_cap:20184918
RIC.AX,RIC,Ridley Corporation Limited,expected_fcf,expected_fcf_not_positive
RIE.AX,RIE,Riedel Resources Limited,market_cap,below_min_market_cap:6066928
RIM.AX,RIM,Rimfire Pacific Mining Limited,market_cap,below_min_market_cap:23522656
RIV.AX,RIV,Rivco Australia Ltd,market_cap,market_cap_unavailable
RKB.AX,RKB,Rokeby Resources Limited,market_cap,below_min_market_cap:6367337
RKN.AX,RKN,Reckon Limited,market_cap,below_min_market_cap:35139573
RKT.AX,RKT,RocketDNA Ltd.,market_cap,below_min_market_cap:19373732
RLC.AX,RLC,Reedy Lagoon Corporation Limited,market_cap,below_min_market_cap:1107603
RLF.AX,RLF,RLF AgTech Ltd,market_cap,below_min_market_cap:13293688
RLG.AX,RLG,RooLife Group Ltd,market_cap,below_min_market_cap:6595353
RMC.AX,RMC,Resimac Group Limited,identity,excluded_sector:Financial Services
RMI.AX,RMI,Resource Minerals International Ltd,financial_data,insufficient_annual_history:0
RML.AX,RML,Resolution Minerals Ltd,financial_data,insufficient_annual_history:0
RMX.AX,RMX,Red Mountain Mining Limited,market_cap,below_min_market_cap:9491807
RMY.AX,RMY,RMA Global Limited,market_cap,below_min_market_cap:8999858
RNT.AX,RNT,Rent.com.au Limited,financial_data,ttm_ebitda_not_positive
RNU.AX,RNU,Renascor Resources Limited,financial_data,insufficient_annual_history:0
RNV.AX,RNV,ReNerve Limited,market_cap,below_min_market_cap:8771926
RNX.AX,RNX,Renegade Exploration Limited,market_cap,below_min_market_cap:2951581
ROC.AX,ROC,RocketBoots Limited,market_cap,below_min_market_cap:31497057
ROG.AX,ROG,Red Sky Energy Limited,market_cap,below_min_market_cap:7536813
RON.AX,RON,Ronin Resources Ltd,market_cap,below_min_market_cap:5181819
RPL.AX,RPL,Regal Partners Limited,identity,excluded_sector:Financial Services
RPM.AX,RPM,RPM Automotive Group Limited,market_cap,below_min_market_cap:2330890
RR1.AX,RR1,Reach Resources Limited,market_cap,below_min_market_cap:12274879
RRE.AX,RRE,Right Resources Limited,market_cap,below_min_market_cap:9117177
RRR.AX,RRR,Revolver Resources Holdings Ltd,market_cap,below_min_market_cap:11788052
RTG.AX,RTG,RTG Mining Inc.,financial_data,ttm_ebitda_not_positive
RTH.AX,RTH,RAS Technology Holdings Limited,market_cap,below_min_market_cap:22193107
RTR.AX,RTR,Rumble Resources Limited,financial_data,insufficient_annual_history:0
RVT.AX,RVT,Richmond Vanadium Technology Limited,market_cap,below_min_market_cap:15394566
